Date,Time,Description,Type,Amount,Balance,Mode,Ref
02-05-2024,18:34,UPI-STARBUCKS@AXIS,Debit,₹243,-9841,UPI,TXN466652
02-May-24,18:55,POS EMPIRE RESTAURANT,Debit,"Rs. 1,076",-9163,UPI,TXN547567
02-05-2024,21:18,OLA ELECTRIC,DR,186,-10027,UPI,TXN474297
02-05-2024,21:42,ATM-WDL-SBI-0237,DR,"Rs. 1,000",-704388,ATM,TXN824679
03-May-24,08:01,POS NYKAA BANGALORE,Debit,"1,777.00",-14749,UPI,TXN871137
03-05-2024,11:05,UPI-DMART@OKAXIS,DR,1213,-12291,UPI,TXN248857
03-05-2024,12:28,POS SWIGGY-RESTAURANT,Debit,512,-12803,UPI,TXN162621
03-05-2024,13:39,POS BLINKIT,DR,480,-16228,UPI,TXN436581
03-05-2024,16:19,POS MEGHANA FOODS,DR,1051,-11078,UPI,TXN839772
03-05-2024,18:31,KIRANAKART TECH,Debit,169,-12972,UPI,TXN132826
03-May-24,18:35,POS STARBUCKS BANGALORE,Debit,418,-15167,UPI,TXN644119
03-05-2024,20:28,POS BANGALORE RESTAURANT,DR,"1,247.00",-17475,UPI,TXN183410
03-May-24,22:29,ZOMATO BENGALURU,DR,581,-15748,UPI,TXN410194
04-05-2024,00:54,POS INDIAN OIL BANGALORE,DR,"Rs. 1,223",-19222,UPI,TXN489398
04-05-2024,08:41,UBER INDIA,DR,159,-17999,UPI,TXN371638
04-May-24,10:04,UBER INDIA,DR,₹365,-17840,UPI,TXN747966
04-May-24,19:04,POS TRUFFLES,Debit,1614,-20836,UPI,TXN492917
04-May-24,23:39,AMAZON IN,DR,505,-21341,UPI,TXN635608
05-05-2024,10:04,SWIGGY-INSTAMART,Debit,247,-23369,UPI,TXN452993
05-05-2024,11:29,ZOMATO BENGALURU,DR,₹207,-23122,UPI,TXN552376
05-May-24,12:32,POS BLINKIT,DR,₹278,-22814,UPI,TXN527417
05-05-2024,13:23,IMPS-RENT-LANDLORD-49966195,Debit,"18,000.00",653166,IMPS,TXN681343
05-May-24,17:45,UPI-STARBUCKS@AXIS,DR,396,-21737,UPI,TXN335490
05-May-24,17:46,UPI-OLACABS@HDFCBANK,Debit,Rs. 143,-23512,UPI,TXN894464
05-May-24,18:38,RAPIDO BIKE TAXI,DR,101,-22915,UPI,TXN910176
05-May-24,21:18,POS ZEPTO BANGALORE,DR,Rs. 399,-22536,UPI,TXN529838
05-May-24,23:40,ANI Technologies,Debit,Rs. 400,-22137,UPI,TXN432335
06-05-2024,09:49,BHIM-BMTC,Debit,Rs. 16,-24009,UPI,TXN894086
06-05-2024,10:52,ZOMATO MEDIA P L,Debit,₹683,-24692,UPI,TXN224309
06-05-2024,11:49,BHIM SWIGGY,Debit,Rs. 481,-23993,UPI,TXN633376
06-05-2024,15:10,OLA ELECTRIC,DR,134,-25149,UPI,TXN487491
06-May-24,15:14,POS ZEPTO BANGALORE,DR,₹323,-25015,UPI,TXN316890
06-05-2024,22:36,ZOMATO MEDIA P L,DR,Rs. 418,-25567,UPI,TXN375834
07-05-2024,10:06,IMPS ZERODHA-COIN,Debit,15000,638166,UPI,TXN418635
07-05-2024,12:42,UPI-SWIGGY8720@OKAXIS,DR,₹239,-25806,UPI,TXN761257
07-05-2024,15:14,Swiggy*Order,Debit,524,-26711,UPI,TXN193020
07-May-24,16:04,UPI-STARBUCKS@AXIS,DR,381,-26187,UPI,TXN357859
07-05-2024,18:32,UPI-PRIYA-0104@OKAXIS,DR,₹864,-752875,UPI,TXN644656
07-05-2024,20:47,UPI-DMART@OKAXIS,DR,₹1257,-27968,UPI,TXN498763
08-05-2024,07:14,POS NYKAA BANGALORE,DR,Rs. 860,-29364,UPI,TXN219051
08-05-2024,10:43,ANI Technologies,Debit,₹282,-30341,UPI,TXN767173
08-May-24,13:08,GROFERS INDIA P L,DR,695,-30059,UPI,TXN163756
08-05-2024,13:26,POS MEGHANA FOODS,Debit,Rs. 753,-31094,UPI,TXN857311
08-May-24,14:33,ZOMATO BENGALURU,Debit,Rs. 536,-28504,UPI,TXN474475
08-May-24,15:45,UPI-RESTAURANT-8932@PAYTM,DR,₹769,-32403,UPI,TXN121001
08-05-2024,15:49,UPI-SWIGGY9756@OKAXIS,DR,₹540,-31634,UPI,TXN264618
09-05-2024,00:44,BUNDL TECH-INSTAMART,Debit,394,-39179,UPI,TXN868678
09-May-24,02:19,FLIPKART INDIA,Debit,₹1661,-38355,UPI,TXN522780
09-05-2024,07:47,ANI Technologies,DR,Rs. 421,-35719,UPI,TXN204521
09-05-2024,12:50,UPI-MYNTRA@HDFCBANK,DR,"2,486.00",-34889,UPI,TXN952487
09-05-2024,14:46,UBER INDIA,DR,430,-38785,UPI,TXN727814
09-05-2024,15:08,TWC INDIA,Debit,409,-35298,UPI,TXN668011
09-May-24,19:30,POS ZOMATO,Debit,Rs. 392,-36111,UPI,TXN356496
09-05-2024,23:46,POS INSTAMART,DR,₹583,-36694,UPI,TXN487786
10-05-2024,07:18,OLA CABS,Debit,387,-40231,UPI,TXN883039
10-05-2024,15:08,POS UBER BANGALORE,Debit,420,-39844,UPI,TXN489684
10-05-2024,20:08,TUMMOC-BMTC,Debit,20,-40251,UPI,TXN426988
10-05-2024,20:24,UPI-SWIGGY-1714@HDFCBANK,DR,Rs. 245,-39424,UPI,TXN279015
11-May-24,01:32,VODAFONE IDEA LTD,DR,Rs. 712,-42205,UPI,TXN504257
11-05-2024,08:29,UPI-ZOMATO-LIMITED@PAYTM,DR,₹369,-40620,UPI,TXN301998
11-05-2024,10:34,ATM-WDL-SBI-0279,DR,"2,000.00",-759875,ATM,TXN671052
11-May-24,11:36,ZOMATO BENGALURU,Debit,252,-41458,UPI,TXN745804
11-May-24,11:53,BMTC BUS PASS,Debit,43,-42248,UPI,TXN687712
11-05-2024,14:10,UPI-RAPIDO@OKAXIS,DR,₹35,-41493,UPI,TXN181566
11-May-24,16:16,AMAZON SELLER SVCS,Debit,"Rs. 1,235",-43483,UPI,TXN544677
11-05-2024,18:58,ZOMATO BENGALURU,Debit,₹680,-44163,UPI,TXN714663
11-05-2024,20:55,BHIM ZEPTO,DR,₹586,-41206,UPI,TXN866150
11-May-24,20:58,BESCOM ELEC BILL,DR,₹1922,634587,UPI,TXN915451
12-May-24,04:13,NETFLIX ENTERTAINMENT,Debit,419,637747,UPI,TXN871711
12-May-24,04:39,POS INDIAN OIL BANGALORE,DR,"2,010.00",-47380,UPI,TXN484047
12-May-24,15:16,UPI-SWIGGY-6024@HDFCBANK,DR,437,-44600,UPI,TXN387492
12-05-2024,18:11,ZOMATO MEDIA P L,DR,525,-50110,UPI,TXN830115
12-05-2024,20:55,POS SWIGGY BANGALORE,DR,615,-45370,UPI,TXN390956
12-05-2024,20:55,POS SWIGGY BANGALORE,DR,615,-45370,UPI,TXN390956
12-05-2024,22:25,UPI-MYNTRA@HDFCBANK,DR,₹2205,-49585,UPI,TXN738088
12-05-2024,22:52,POS UBER BANGALORE,DR,₹155,-44755,UPI,TXN847960
13-May-24,02:58,UPI-BIGBASKET@HDFCBANK,DR,₹635,-50745,UPI,TXN492722
13-May-24,09:20,ZOMATO BENGALURU,Debit,₹411,-53927,UPI,TXN613682
13-05-2024,12:49,BHIM-BLINKIT,Debit,857,-54784,UPI,TXN836296
13-May-24,16:26,UPI-MYNTRA@HDFCBANK,Debit,"Rs. 11,565",-677020,UPI,TXN929142
13-05-2024,21:15,AMAZONIN MARKETPLACE,DR,"Rs. 2,771",-53516,UPI,TXN401021
14-May-24,00:07,AMAZONIN MARKETPLACE,Debit,4485,-59515,UPI,TXN438031
14-05-2024,09:59,ROPPEN TRANSPORTATION,DR,₹94,-60099,UPI,TXN415183
14-May-24,11:39,POS STARBUCKS BANGALORE,Debit,453,-60005,UPI,TXN605998
14-05-2024,17:55,UPI-RAPIDO@OKAXIS,Debit,Rs. 37,-59552,UPI,TXN295203
14-05-2024,18:18,UBER SYSTEMS INDIA,DR,₹246,-55030,UPI,TXN328856
14-05-2024,23:33,AMZN PRIME,DR,585,-60684,UPI,TXN940422
15-May-24,03:42,SPOTIFY INDIA,DR,₹119,637628,UPI,TXN308802
15-May-24,05:58,Amazon Pay India,Debit,"1,034.00",-62085,UPI,TXN545217
15-05-2024,12:04,OLA CABS,Debit,₹450,-62905,UPI,TXN258070
15-05-2024,13:52,UPI-ZEPTO-2913@HDFCBANK,DR,₹642,-63547,UPI,TXN819391
15-05-2024,13:52,UPI-ZEPTO-2913@HDFCBANK,DR,₹642,-63547,UPI,TXN819391
15-05-2024,14:13,UPI-FLIPKART@HDFCBANK,Debit,14416,-495231,UPI,TXN508819
15-05-2024,14:13,UPI-FLIPKART@HDFCBANK,Debit,14416,-495231,UPI,TXN508819
15-05-2024,14:42,INSTAMART BANGALORE,DR,331,-61015,UPI,TXN261625
15-05-2024,16:22,OLA ELECTRIC,Debit,370,-62455,UPI,TXN740225
15-May-24,20:23,RAPIDO BIKE TAXI,DR,36,-61051,UPI,TXN971730
16-05-2024,01:17,COFFEE DAY GLOBAL,DR,₹195,-65555,UPI,TXN874562
16-May-24,09:34,INSTAMART BANGALORE,Debit,₹276,-65831,UPI,TXN965674
16-May-24,10:16,POS CAFE COFFEE DAY,Debit,339,-64032,UPI,TXN482585
16-05-2024,11:27,SWIGGY-INSTAMART,Debit,452,-64484,UPI,TXN862974
16-May-24,12:51,UBER INDIA,Debit,146,-63693,UPI,TXN542978
16-05-2024,16:29,POS BANGALORE RESTAURANT,Debit,Rs. 876,-65360,UPI,TXN410529
16-May-24,18:19,GROFERS INDIA P L,DR,Rs. 632,-67298,UPI,TXN222080
16-05-2024,22:52,AIRTEL POSTPAID,DR,835,-66666,UPI,TXN182590
17-May-24,08:10,OLA ELECTRIC,Debit,325,-70653,UPI,TXN796500
17-May-24,09:29,UBER SYSTEMS INDIA,Debit,446,-68603,UPI,TXN583020
17-May-24,13:19,TATA STARBUCKS,Debit,Rs. 369,-69768,UPI,TXN902097
17-05-2024,17:17,POS STARBUCKS BANGALORE,DR,₹476,-68157,UPI,TXN534451
17-05-2024,17:21,ANI Technologies,Debit,397,-69000,UPI,TXN623212
17-May-24,20:43,POS ZOMATO,Debit,Rs. 399,-69399,UPI,TXN317633
17-05-2024,23:35,POS SWIGGY-RESTAURANT,DR,₹560,-70328,UPI,TXN216006
17-05-2024,23:39,OLA ELECTRIC,Debit,383,-67681,UPI,TXN388134
18-05-2024,00:38,AVENUE SUPERMARTS,DR,1974,-88493,UPI,TXN309490
18-May-24,11:57,ZEPTO MARKETPLACE,DR,181,-88674,UPI,TXN624513
18-05-2024,12:14,MYNTRA DESIGNS,Debit,11391,-649086,UPI,TXN265337
18-05-2024,16:16,BHIM SWIGGY,Debit,632,-89615,UPI,TXN407194
18-05-2024,16:21,ZEPTO MARKETPLACE,Debit,625,-86278,UPI,TXN748938
18-05-2024,18:20,UPI-ZERODHA-COIN@AXIS,Debit,15000,-85653,UPI,TXN519487
18-May-24,19:32,UPI-ZOMATO5406@OKICICI,DR,Rs. 241,-86519,UPI,TXN195385
18-May-24,19:53,UBER INDIA,Debit,309,-88983,UPI,TXN504032
18-05-2024,20:07,POS DINEOUT,Debit,₹1778,-91774,UPI,TXN773223
18-05-2024,20:46,UPI-RESTAURANT-3964@PAYTM,DR,381,-89996,UPI,TXN894758
19-May-24,07:21,UPI-SWIGGY-INSTAMART@OKAXIS,DR,₹699,-95739,UPI,TXN694230
19-May-24,17:41,COFFEE DAY GLOBAL,DR,Rs. 200,-95040,UPI,TXN134435
19-May-24,17:48,AMZN-INTPYMT,Debit,"2,254.00",-94028,UPI,TXN898304
19-05-2024,18:01,UPI-SWIGGY5737@OKAXIS,Debit,Rs. 293,-94321,UPI,TXN409203
19-05-2024,19:33,BMTC BUS PASS,Debit,Rs. 35,-94611,UPI,TXN608817
19-05-2024,20:08,BUNDL Tech P L,Debit,₹255,-94576,UPI,TXN481851
19-05-2024,20:30,POS UBER BANGALORE,Debit,₹229,-94840,UPI,TXN738206
20-May-24,03:01,UPI-HOTSTAR@AXIS,DR,Rs. 393,637235,UPI,TXN519066
20-May-24,10:30,UBER SYSTEMS INDIA,Debit,Rs. 403,-97608,UPI,TXN756326
20-05-2024,10:40,INNOVATIVE RETAIL,Debit,"Rs. 1,856",-103708,UPI,TXN656164
20-May-24,20:04,POS SWIGGY-RESTAURANT,DR,₹280,-96859,UPI,TXN110068
20-May-24,20:07,OLA CABS,Debit,346,-97205,UPI,TXN616533
20-May-24,20:11,ZOMATO MEDIA P L,Debit,₹553,-96292,UPI,TXN299244
20-05-2024,20:57,POS STARBUCKS BANGALORE,Debit,Rs. 287,-96579,UPI,TXN919370
20-May-24,23:11,UPI-AMAZONPAY@HDFCBANK,DR,"4,244.00",-101852,UPI,TXN199161
21-May-24,01:45,UPI-CCD@HDFCBANK,Debit,Rs. 201,-105665,UPI,TXN687173
21-May-24,11:58,COFFEE DAY GLOBAL,DR,₹330,-106472,UPI,TXN487395
21-05-2024,13:19,POS MEGHANA FOODS,Debit,1171,-105464,UPI,TXN579083
21-May-24,18:38,ATM-WDL-HDFC-8253,Debit,"5,000.00",-713936,ATM,TXN254069
21-May-24,18:39,TATA STARBUCKS,Debit,477,-106142,UPI,TXN148234
21-05-2024,19:49,UBER SYSTEMS INDIA,Debit,Rs. 511,-104293,UPI,TXN471126
21-05-2024,21:13,RAPIDO BIKE TAXI,DR,Rs. 74,-103782,UPI,TXN596789
22-May-24,15:56,POS ZEPTO BANGALORE,Debit,225,-106697,UPI,TXN559550
22-05-2024,18:29,POS EMPIRE RESTAURANT,Debit,1549,-124772,UPI,TXN874831
22-May-24,18:48,POS ZOMATO,DR,538,-107235,UPI,TXN874958
22-05-2024,19:27,POS SWIGGY-RESTAURANT,Debit,Rs. 382,-108223,UPI,TXN133642
22-05-2024,20:20,ZERODHA SECURITIES,DR,"15,000.00",-123223,UPI,TXN987409
22-05-2024,21:57,ZEPTO MARKETPLACE,Debit,606,-107841,UPI,TXN124262
23-May-24,01:14,POS TRUFFLES,Debit,₹960,-126279,UPI,TXN961431
23-05-2024,09:36,GROFERS INDIA P L,DR,₹547,-125319,UPI,TXN753986
23-May-24,11:56,OLA CABS,DR,Rs. 415,-126694,UPI,TXN172631
23-May-24,12:14,ZEPTO MARKETPLACE,DR,₹363,-127057,UPI,TXN560996
23-May-24,22:01,Swiggy*Order,Debit,₹407,-127464,UPI,TXN283602
24-05-2024,08:26,POS STARBUCKS BANGALORE,DR,₹243,-129918,UPI,TXN540279
24-05-2024,10:09,UBER INDIA,DR,267,-129049,UPI,TXN875788
24-05-2024,11:26,POS UBER BANGALORE,DR,220,-129269,UPI,TXN924764
24-05-2024,11:32,POS FLIPKART BANGALORE,DR,758,-128449,UPI,TXN977170
24-May-24,11:51,VI POSTPAID,Debit,536,636509,UPI,TXN629298
24-05-2024,15:10,UPI-OLACABS@HDFCBANK,Debit,227,-127691,UPI,TXN938641
24-05-2024,18:19,ZOMATO MEDIA P L,DR,406,-129675,UPI,TXN135885
24-05-2024,22:41,Swiggy*Order,Debit,333,-128782,UPI,TXN865071
25-05-2024,03:09,UPI-AMAZON-PRIME@HDFCBANK,Debit,₹190,637045,UPI,TXN989545
25-05-2024,07:06,ZOMATO-DINING,Debit,567,-131585,UPI,TXN800822
25-May-24,11:11,POS SWIGGY BANGALORE,DR,Rs. 187,-132028,UPI,TXN460607
25-05-2024,11:39,UPI-UBER-4781@HDFCBANK,DR,482,-131018,UPI,TXN249522
25-May-24,15:56,OLA CABS,DR,256,-131841,UPI,TXN762574
25-May-24,17:26,POS SWIGGY-RESTAURANT,Debit,₹618,-130536,UPI,TXN438560
25-May-24,17:26,POS SWIGGY-RESTAURANT,Debit,₹618,-130536,UPI,TXN438560
25-05-2024,18:06,POS SWIGGY-RESTAURANT,Debit,Rs. 296,-133280,UPI,TXN186997
25-05-2024,18:51,UPI-RESTAURANT-5691@PAYTM,DR,₹1391,-138299,UPI,TXN765124
25-05-2024,21:16,GROFERS INDIA P L,Debit,Rs. 549,-132984,UPI,TXN773492
25-May-24,21:36,ZOMATO-DINING,Debit,Rs. 407,-132435,UPI,TXN453737
25-May-24,21:36,ZOMATO-DINING,Debit,Rs. 407,-132435,UPI,TXN453737
25-05-2024,23:11,NEXTBILLION-GROWW,Debit,"3,628.00",-136908,UPI,TXN690225
26-05-2024,03:51,POS FLIPKART BANGALORE,Debit,1293,-140782,UPI,TXN389635
26-May-24,08:27,POS OLA-PRIME,Debit,460,-144014,UPI,TXN799984
26-05-2024,11:08,UPI-HOTSTAR@AXIS,DR,Rs. 913,-139489,UPI,TXN250776
26-May-24,14:42,UBER SYSTEMS INDIA,Debit,364,-141704,UPI,TXN142961
26-05-2024,16:46,POS SWIGGY BANGALORE,DR,Rs. 558,-141340,UPI,TXN909142
26-05-2024,19:17,BHIM ZEPTO,DR,407,-143554,UPI,TXN354535
26-05-2024,20:38,UPI-SWIGGY2847@OKAXIS,Debit,622,-143147,UPI,TXN907346
26-May-24,21:07,BUNDL TECH-INSTAMART,Debit,₹821,-142525,UPI,TXN208055
26-05-2024,22:45,UPI-ZOMATO9682@OKICICI,Debit,277,-138576,UPI,TXN541727
27-05-2024,05:28,POS INDIAN OIL BANGALORE,DR,"2,105.00",-147489,UPI,TXN673862
27-05-2024,14:46,UPI-FLIPKART@HDFCBANK,DR,17831,-437591,UPI,TXN685380
27-May-24,16:39,POS SWIGGY BANGALORE,Debit,434,-148241,UPI,TXN891434
27-May-24,17:50,UPI-OLACABS@HDFCBANK,Debit,449,-144463,UPI,TXN141801
27-05-2024,19:21,POS ZOMATO,Debit,250,-145384,UPI,TXN469495
27-05-2024,19:48,UBER INDIA,DR,Rs. 318,-147807,UPI,TXN857009
27-May-24,20:54,BHIM-BLINKIT,Debit,₹671,-145134,UPI,TXN694469
28-05-2024,01:12,POS ZOMATO,DR,497,-148738,UPI,TXN308267
28-May-24,10:35,Flipkart Internet,Debit,"2,557.00",-153771,UPI,TXN481649
28-05-2024,12:44,Swiggy*Order,Debit,₹292,-151214,UPI,TXN741959
28-May-24,20:58,SWIGGY-INSTAMART,DR,₹628,-149366,UPI,TXN872048
28-05-2024,21:18,POS MEGHANA FOODS,DR,"1,556.00",-150922,UPI,TXN387087
29-May-24,03:34,POS DMART BANGALORE,DR,₹2783,-161382,UPI,TXN166719
29-05-2024,06:25,GROFERS INDIA P L,DR,Rs. 787,-163366,UPI,TXN841618
29-05-2024,12:17,POS BANGALORE RESTAURANT,DR,"Rs. 1,476",-157870,UPI,TXN781865
29-05-2024,13:48,ANI Technologies,Debit,188,-158599,UPI,TXN632629
29-May-24,14:55,POS SWIGGY BANGALORE,Debit,541,-158411,UPI,TXN848276
29-May-24,15:57,ZOMATO BENGALURU,DR,673,-154444,UPI,TXN201314
29-May-24,17:46,NYKAA E-RETAIL,DR,"Rs. 1,197",-162579,UPI,TXN225304
29-May-24,18:32,UPI-IOC5182@HDFCBANK,Debit,"1,950.00",-156394,UPI,TXN680987
29-May-24,20:10,UPI-ANKIT-5946@OKAXIS,Debit,"2,548.00",-708936,UPI,TXN970613
30-05-2024,08:16,ZOMATO BENGALURU,DR,₹405,-163771,UPI,TXN735604
30-05-2024,18:43,BHIM SWIGGY,Debit,371,-164142,UPI,TXN695673
30-May-24,19:37,POS SWIGGY BANGALORE,Debit,445,-164845,UPI,TXN674599
30-05-2024,20:07,POS MEGHANA FOODS,Debit,"Rs. 1,669",-166514,UPI,TXN475727
30-May-24,20:11,OLA ELECTRIC,DR,216,-164358,UPI,TXN562104
30-May-24,20:11,BHIM-BMTC,DR,Rs. 42,-164400,UPI,TXN405587
31-May-24,11:53,POS INDIAN OIL BANGALORE,Debit,"1,850.00",-168364,UPI,TXN396287
31-May-24,14:12,KIRANAKART TECH,Debit,449,-168813,UPI,TXN420756
31-May-24,18:18,UPI-FLIPKART@HDFCBANK,DR,"3,457.00",-172270,UPI,TXN660245
31-05-2024,22:24,UPI-SWIGGY9088@OKAXIS,DR,276,-172546,UPI,TXN146893
01-06-2024,06:07,OLA CABS,DR,₹322,-176012,UPI,TXN339751
01-06-2024,06:57,Amazon Pay India,Debit,"1,802.00",-175300,UPI,TXN173950
01-06-2024,07:57,UPI-UBER-1392@HDFCBANK,Debit,₹390,-175690,UPI,TXN997065
01-Jun-24,09:18,UPI-SWIGGY-INSTAMART@OKAXIS,DR,₹697,-177574,UPI,TXN357714
01-06-2024,09:31,NEFT-TECHCRUSH LABS-SALARY MAY24,CR,₹85492,720079,NEFT,TXN399607
01-06-2024,09:59,Uber*Trip,Debit,₹356,-173498,UPI,TXN963559
01-06-2024,12:57,UPI-SWIGGY9983@OKAXIS,Debit,₹303,-173142,UPI,TXN358131
01-Jun-24,15:05,BHIM SWIGGY,DR,Rs. 570,-176582,UPI,TXN298148
01-06-2024,17:02,UPI-CCD@HDFCBANK,Debit,295,-176877,UPI,TXN159169
01-06-2024,22:57,UPI-SWIGGY0226@OKAXIS,DR,Rs. 293,-172839,UPI,TXN822877
02-Jun-24,08:14,SWIGGY-INSTAMART,DR,₹183,-178232,UPI,TXN672084
02-Jun-24,09:35,UPI-ZEPTO-1050@HDFCBANK,DR,Rs. 475,-178049,UPI,TXN140296
02-06-2024,10:26,AVENUE SUPERMARTS,Debit,"Rs. 2,266",-185184,UPI,TXN357957
02-06-2024,11:12,ZOMATO MEDIA P L,Debit,Rs. 685,-185869,UPI,TXN511911
02-06-2024,11:19,UPI-STARBUCKS@AXIS,Debit,293,-182918,UPI,TXN318209
02-Jun-24,19:44,UPI-ANKIT-1837@OKAXIS,DR,₹1295,-768881,UPI,TXN573813
02-Jun-24,19:58,SWIGGY-INSTAMART,Debit,Rs. 423,-178655,UPI,TXN767625
02-Jun-24,22:09,AMAZON SELLER SVCS,Debit,3970,-182625,UPI,TXN485957
03-Jun-24,11:36,POS SWIGGY BANGALORE,Debit,521,-187033,UPI,TXN258002
03-06-2024,14:21,IMPS-RENT-LANDLORD-35126704,Debit,₹18000,702079,IMPS,TXN540552
03-Jun-24,15:55,BUNDL TECH-INSTAMART,DR,313,-187346,UPI,TXN189915
03-Jun-24,16:09,UPI-FLIPKART@HDFCBANK,Debit,"16,369.00",-665455,UPI,TXN998920
03-Jun-24,19:19,SWIGGY-INSTAMART,Debit,Rs. 643,-186512,UPI,TXN564498
03-Jun-24,22:55,UPI-SWIGGY8392@OKAXIS,DR,Rs. 207,-187553,UPI,TXN169230
04-Jun-24,00:31,AMZN-INTPYMT,Debit,3066,-191682,UPI,TXN216362
04-Jun-24,04:56,POS SWIGGY-RESTAURANT,Debit,375,-188616,UPI,TXN290666
04-06-2024,08:16,BMS MOVIE TICKETS,DR,₹446,-192579,UPI,TXN421531
04-Jun-24,14:53,RELIANCE JIO,DR,₹427,-187980,UPI,TXN535353
04-06-2024,18:42,BMS MOVIE TICKETS,Debit,451,-192133,UPI,TXN538030
04-Jun-24,21:26,POS SWIGGY-RESTAURANT,DR,₹261,-188241,UPI,TXN566515
05-Jun-24,08:17,BMS MOVIE TICKETS,DR,₹1017,-193596,UPI,TXN499162
05-Jun-24,10:58,UPI-STARBUCKS@AXIS,Debit,₹256,-194895,UPI,TXN227903
05-Jun-24,16:31,BMTC BUS PASS,Debit,28,-193842,UPI,TXN124125
05-06-2024,17:24,ZOMATO MEDIA P L,Debit,Rs. 218,-193814,UPI,TXN463058
05-Jun-24,20:06,POS BANGALORE RESTAURANT,DR,₹797,-194639,UPI,TXN114100
05-Jun-24,20:32,Amazon Pay India,Debit,"14,874.00",-598167,UPI,TXN649950
06-06-2024,11:09,UPI-ZOMATO5117@OKICICI,DR,Rs. 649,-196117,UPI,TXN338777
06-06-2024,11:09,UPI-ZOMATO5117@OKICICI,DR,Rs. 649,-196117,UPI,TXN338777
06-06-2024,16:30,KIRANAKART TECH,DR,Rs. 352,-195468,UPI,TXN183422
06-Jun-24,19:37,UPI-ZOMATO4622@OKICICI,Debit,Rs. 351,-196468,UPI,TXN786651
06-06-2024,22:59,POS SWIGGY BANGALORE,DR,221,-195116,UPI,TXN505695
07-06-2024,09:10,UPI-RAPIDO@OKAXIS,Debit,51,-196519,UPI,TXN850895
07-Jun-24,10:54,POS FLIPKART BANGALORE,Debit,954,-203000,UPI,TXN248350
07-06-2024,10:55,UPI-THIRDWAVE@OKAXIS,DR,361,-201728,UPI,TXN327534
07-06-2024,15:09,UPI-SWIGGY1418@OKAXIS,Debit,Rs. 318,-202046,UPI,TXN858885
07-06-2024,15:21,OLA CABS,Debit,311,-203621,UPI,TXN821715
07-Jun-24,17:30,Amazon Pay India,DR,₹3284,-200775,UPI,TXN470037
07-06-2024,21:20,BUNDL TECH-INSTAMART,Debit,₹592,-201367,UPI,TXN246205
07-Jun-24,22:51,ZOMATO-DINING,Debit,Rs. 310,-203310,UPI,TXN227766
07-Jun-24,23:43,AMZN-INTPYMT,DR,972,-197491,UPI,TXN434562
08-06-2024,05:37,UPI-GROWWPAY@HDFCBANK,Debit,₹4496,-209392,UPI,TXN886633
08-06-2024,07:56,FLIPKART INDIA,DR,₹2496,-212529,UPI,TXN304412
08-Jun-24,08:54,KIRANAKART TECH,Debit,210,-210033,UPI,TXN435581
08-06-2024,10:28,ZERODHA-MF SIP,Debit,"Rs. 15,000",687079,UPI,TXN890075
08-Jun-24,11:33,ATM-WDL-ICICI-9135,Debit,"Rs. 2,000",-703388,ATM,TXN348958
08-06-2024,13:33,POS SWIGGY-RESTAURANT,Debit,₹431,-209823,UPI,TXN907346
08-Jun-24,13:58,UPI-RESTAURANT-5531@PAYTM,DR,"1,275.00",-204896,UPI,TXN700073
09-Jun-24,02:55,AVENUE SUPERMARTS,DR,"1,717.00",-220166,UPI,TXN514751
09-06-2024,05:24,UPI-FLIPKART@HDFCBANK,Debit,"Rs. 2,032",-214561,UPI,TXN254785
09-Jun-24,05:43,UPI-ZOMATO-LIMITED@PAYTM,DR,485,-223105,UPI,TXN244360
09-06-2024,07:09,POS SWIGGY BANGALORE,Debit,Rs. 232,-220615,UPI,TXN172956
09-06-2024,07:09,POS SWIGGY BANGALORE,Debit,Rs. 232,-220615,UPI,TXN172956
09-06-2024,09:10,AMZN-INTPYMT,Debit,"3,888.00",-218449,UPI,TXN438484
09-06-2024,13:33,POS FLIPKART BANGALORE,DR,2005,-222620,UPI,TXN373421
09-06-2024,16:32,UPI-ANKIT-6092@OKAXIS,Debit,Rs. 246,-769127,UPI,TXN665465
09-Jun-24,18:38,BANGALORE ELEC SUPPLY,DR,"2,331.00",681057,UPI,TXN493537
09-Jun-24,18:38,BANGALORE ELEC SUPPLY,DR,"2,331.00",681057,UPI,TXN493537
09-Jun-24,19:48,ZOMATO MEDIA P L,DR,217,-220383,UPI,TXN620803
10-Jun-24,07:31,OLA ELECTRIC,DR,365,-226339,UPI,TXN994101
10-06-2024,12:12,UPI-VI-RECHARGE@HDFCBANK,DR,₹728,683388,UPI,TXN486814
10-06-2024,12:31,UPI-SWIGGY7538@OKAXIS,DR,₹183,-223843,UPI,TXN107706
10-06-2024,16:12,ATM-WDL-ICICI-4172,Debit,5000,-737464,ATM,TXN562054
10-06-2024,17:18,BANGALORE ELEC SUPPLY,Debit,"Rs. 1,344",-225187,UPI,TXN372988
10-Jun-24,18:19,ZOMATO BENGALURU,Debit,Rs. 206,-225974,UPI,TXN509735
10-06-2024,18:28,BUNDL TECH-INSTAMART,DR,Rs. 209,-225396,UPI,TXN211914
10-Jun-24,19:12,POS STARBUCKS BANGALORE,DR,₹372,-225768,UPI,TXN984539
10-Jun-24,20:42,UPI-ZEPTO-5207@HDFCBANK,Debit,₹555,-223660,UPI,TXN718312
11-06-2024,01:17,BUNDL Tech P L,Debit,₹180,-226519,UPI,TXN543721
